UniqueName, UnlocalizedName, LocalizedName, Metadata
minecraft:wooden_axe, item.hatchetWood.name, Wooden Axe, 0
minecraft:stone_sword, item.swordStone.name, Stone Sword, 0
minecraft:stone_shovel, item.shovelStone.name, Stone Shovel, 0
minecraft:stone_pickaxe, item.pickaxeStone.name, Stone Pickaxe, 0
minecraft:stone_axe, item.hatchetStone.name, Stone Axe, 0
minecraft:diamond_sword, item.swordDiamond.name, Diamond Sword, 0
minecraft:diamond_shovel, item.shovelDiamond.name, Diamond Shovel, 0
minecraft:diamond_pickaxe, item.pickaxeDiamond.name, Diamond Pickaxe, 0
minecraft:diamond_axe, item.hatchetDiamond.name, Diamond Axe, 0
minecraft:stick, item.stick.name, Stick, 0
minecraft:bowl, item.bowl.name, Bowl, 0
minecraft:mushroom_stew, item.mushroomStew.name, Mushroom Stew, 0
minecraft:golden_sword, item.swordGold.name, Golden Sword, 0
minecraft:golden_shovel, item.shovelGold.name, Golden Shovel, 0
minecraft:golden_pickaxe, item.pickaxeGold.name, Golden Pickaxe, 0
minecraft:golden_axe, item.hatchetGold.name, Golden Axe, 0
minecraft:string, item.string.name, String, 0
minecraft:feather, item.feather.name, Feather, 0
minecraft:gunpowder, item.sulphur.name, Gunpowder, 0
minecraft:wooden_hoe, item.hoeWood.name, Wooden Hoe, 0
minecraft:stone_hoe, item.hoeStone.name, Stone Hoe, 0
minecraft:iron_hoe, item.hoeIron.name, Iron Hoe, 0
minecraft:diamond_hoe, item.hoeDiamond.name, Diamond Hoe, 0
minecraft:golden_hoe, item.hoeGold.name, Golden Hoe, 0
minecraft:wheat_seeds, item.seeds.name, Seeds, 0
minecraft:wheat, item.wheat.name, Wheat, 0
minecraft:bread, item.bread.name, Bread, 0
minecraft:leather_helmet, item.helmetCloth.name, Leather Cap, 0
minecraft:leather_chestplate, item.chestplateCloth.name, Leather Tunic, 0
minecraft:leather_leggings, item.leggingsCloth.name, Leather Pants, 0
minecraft:leather_boots, item.bootsCloth.name, Leather Boots, 0
minecraft:chainmail_helmet, item.helmetChain.name, Chain Helmet, 0
minecraft:chainmail_chestplate, item.chestplateChain.name, Chain Chestplate, 0
minecraft:chainmail_leggings, item.leggingsChain.name, Chain Leggings, 0
minecraft:chainmail_boots, item.bootsChain.name, Chain Boots, 0
minecraft:iron_helmet, item.helmetIron.name, Iron Helmet, 0
minecraft:iron_chestplate, item.chestplateIron.name, Iron Chestplate, 0
minecraft:iron_leggings, item.leggingsIron.name, Iron Leggings, 0
minecraft:iron_boots, item.bootsIron.name, Iron Boots, 0
minecraft:diamond_helmet, item.helmetDiamond.name, Diamond Helmet, 0
minecraft:diamond_chestplate, item.chestplateDiamond.name, Diamond Chestplate, 0
minecraft:diamond_leggings, item.leggingsDiamond.name, Diamond Leggings, 0
minecraft:diamond_boots, item.bootsDiamond.name, Diamond Boots, 0
minecraft:golden_helmet, item.helmetGold.name, Golden Helmet, 0
minecraft:golden_chestplate, item.chestplateGold.name, Golden Chestplate, 0
minecraft:golden_leggings, item.leggingsGold.name, Golden Leggings, 0
minecraft:golden_boots, item.bootsGold.name, Golden Boots, 0
minecraft:flint, item.flint.name, Flint, 0
minecraft:porkchop, item.porkchopRaw.name, Raw Porkchop, 0
minecraft:cooked_porkchop, item.porkchopCooked.name, Cooked Porkchop, 0
minecraft:painting, item.painting.name, Painting, 0
minecraft:golden_apple, item.appleGold.name, Golden Apple, 1
minecraft:sign, item.sign.name, Sign, 0
minecraft:wooden_door, item.doorOak.name, Oak Door, 0
minecraft:bucket, item.bucket.name, Bucket, 0
minecraft:water_bucket, item.bucketWater.name, Water Bucket, 0
minecraft:lava_bucket, item.bucketLava.name, Lava Bucket, 0
minecraft:minecart, item.minecart.name, Minecart, 0
minecraft:saddle, item.saddle.name, Saddle, 0
minecraft:iron_door, item.doorIron.name, Iron Door, 0
minecraft:redstone, item.redstone.name, Redstone, 0
minecraft:snowball, item.snowball.name, Snowball, 0
minecraft:boat, item.boat.oak.name, Oak Boat, 0
minecraft:leather, item.leather.name, Leather, 0
minecraft:milk_bucket, item.milk.name, Milk, 0
minecraft:brick, item.brick.name, Brick, 0
minecraft:clay_ball, item.clay.name, Clay, 0
minecraft:reeds, item.reeds.name, Sugar Canes, 0
minecraft:paper, item.paper.name, Paper, 0
minecraft:book, item.book.name, Book, 0
minecraft:slime_ball, item.slimeball.name, Slimeball, 0
minecraft:chest_minecart, item.minecartChest.name, Minecart with Chest, 0
minecraft:furnace_minecart, item.minecartFurnace.name, Minecart with Furnace, 0
minecraft:egg, item.egg.name, Egg, 0
minecraft:compass, item.compass.name, Compass, 0
minecraft:fishing_rod, item.fishingRod.name, Fishing Rod, 0
minecraft:clock, item.clock.name, Clock, 0
minecraft:glowstone_dust, item.yellowDust.name, Glowstone Dust, 0
minecraft:fish, item.fish.cod.raw.name, Raw Fish, 0
minecraft:fish, item.fish.salmon.raw.name, Raw Salmon, 1
minecraft:fish, item.fish.clownfish.raw.name, Clownfish, 2
minecraft:fish, item.fish.pufferfish.raw.name, Pufferfish, 3
minecraft:cooked_fish, item.fish.cod.cooked.name, Cooked Fish, 0
minecraft:cooked_fish, item.fish.salmon.cooked.name, Cooked Salmon, 1
minecraft:dye, item.dyePowder.black.name, Ink Sac, 0
minecraft:dye, item.dyePowder.red.name, Rose Red, 1
minecraft:dye, item.dyePowder.green.name, Cactus Green, 2
minecraft:dye, item.dyePowder.brown.name, Cocoa Beans, 3
minecraft:dye, item.dyePowder.blue.name, Lapis Lazuli, 4
minecraft:dye, item.dyePowder.purple.name, Purple Dye, 5
minecraft:dye, item.dyePowder.cyan.name, Cyan Dye, 6
minecraft:dye, item.dyePowder.silver.name, Light Gray Dye, 7
minecraft:dye, item.dyePowder.gray.name, Gray Dye, 8
minecraft:dye, item.dyePowder.pink.name, Pink Dye, 9
minecraft:dye, item.dyePowder.lime.name, Lime Dye, 10
minecraft:dye, item.dyePowder.yellow.name, Dandelion Yellow, 11
minecraft:dye, item.dyePowder.lightBlue.name, Light Blue Dye, 12
minecraft:dye, item.dyePowder.magenta.name, Magenta Dye, 13
minecraft:dye, item.dyePowder.orange.name, Orange Dye, 14
minecraft:dye, item.dyePowder.white.name, Bone Meal, 15
minecraft:bone, item.bone.name, Bone, 0
minecraft:sugar, item.sugar.name, Sugar, 0
minecraft:cake, item.cake.name, Cake, 0
minecraft:bed, item.bed.white.name, White Bed, 0
minecraft:bed, item.bed.orange.name, Orange Bed, 1
minecraft:bed, item.bed.magenta.name, Magenta Bed, 2
minecraft:bed, item.bed.lightBlue.name, Light Blue Bed, 3
minecraft:bed, item.bed.yellow.name, Yellow Bed, 4
minecraft:bed, item.bed.lime.name, Lime Bed, 5
minecraft:bed, item.bed.pink.name, Pink Bed, 6
minecraft:bed, item.bed.gray.name, Gray Bed, 7
minecraft:bed, item.bed.silver.name, Light Gray Bed, 8
minecraft:bed, item.bed.cyan.name, Cyan Bed, 9
minecraft:bed, item.bed.purple.name, Purple Bed, 10
minecraft:bed, item.bed.blue.name, Blue Bed, 11
minecraft:bed, item.bed.brown.name, Brown Bed, 12
minecraft:bed, item.bed.green.name, Green Bed, 13
minecraft:bed, item.bed.red.name, Red Bed, 14
minecraft:bed, item.bed.black.name, Black Bed, 15
minecraft:repeater, item.diode.name, Redstone Repeater, 0
minecraft:cookie, item.cookie.name, Cookie, 0
minecraft:shears, item.shears.name, Shears, 0
minecraft:melon, item.melon.name, Melon, 0
minecraft:pumpkin_seeds, item.seeds_pumpkin.name, Pumpkin Seeds, 0
minecraft:melon_seeds, item.seeds_melon.name, Melon Seeds, 0
minecraft:beef, item.beefRaw.name, Raw Beef, 0
minecraft:cooked_beef, item.beefCooked.name, Steak, 0
minecraft:chicken, item.chickenRaw.name, Raw Chicken, 0
minecraft:cooked_chicken, item.chickenCooked.name, Cooked Chicken, 0
minecraft:rotten_flesh, item.rottenFlesh.name, Rotten Flesh, 0
minecraft:ender_pearl, item.enderPearl.name, Ender Pearl, 0
minecraft:blaze_rod, item.blazeRod.name, Blaze Rod, 0
minecraft:ghast_tear, item.ghastTear.name, Ghast Tear, 0
minecraft:gold_nugget, item.goldNugget.name, Gold Nugget, 0
minecraft:nether_wart, item.netherStalkSeeds.name, Nether Wart, 0
minecraft:potion, item.potion.name, Water Bottle, 0
minecraft:potion, item.potion.name, Mundane Potion, 0
minecraft:potion, item.potion.name, Thick Potion, 0
minecraft:potion, item.potion.name, Awkward Potion, 0
minecraft:potion, item.potion.name, Potion of Night Vision, 0
minecraft:potion, item.potion.name, Potion of Invisibility, 0
minecraft:potion, item.potion.name, Potion of Leaping, 0
minecraft:potion, item.potion.name, Potion of Fire Resistance, 0
minecraft:potion, item.potion.name, Potion of Swiftness, 0
minecraft:potion, item.potion.name, Potion of Slowness, 0
minecraft:potion, item.potion.name, Potion of Water Breathing, 0
minecraft:potion, item.potion.name, Potion of Healing, 0
minecraft:potion, item.potion.name, Potion of Harming, 0
minecraft:potion, item.potion.name, Potion of Poison, 0
minecraft:potion, item.potion.name, Potion of Regeneration, 0
minecraft:potion, item.potion.name, Potion of Strength, 0
minecraft:potion, item.potion.name, Potion of Weakness, 0
minecraft:potion, item.potion.name, Potion of Luck, 0
minecraft:glass_bottle, item.glassBottle.name, Glass Bottle, 0
minecraft:spider_eye, item.spiderEye.name, Spider Eye, 0
minecraft:fermented_spider_eye, item.fermentedSpiderEye.name, Fermented Spider Eye, 0
minecraft:blaze_powder, item.blazePowder.name, Blaze Powder, 0
minecraft:magma_cream, item.magmaCream.name, Magma Cream, 0
minecraft:brewing_stand, item.brewingStand.name, Brewing Stand, 0
minecraft:cauldron, item.cauldron.name, Cauldron, 0
minecraft:ender_eye, item.eyeOfEnder.name, Eye of Ender, 0
minecraft:speckled_melon, item.speckledMelon.name, Glistering Melon, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Bat, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Blaze, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Cave Spider, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Chicken, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Cow, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Creeper, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Donkey, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Elder Guardian, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Enderman, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Endermite, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Evoker, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Ghast, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Guardian, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Horse, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Husk, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Llama, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Magma Cube, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Mooshroom, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Mule, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Ocelot, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Parrot, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Pig, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Polar Bear, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Rabbit, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Sheep, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Shulker, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Silverfish, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Skeleton, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Skeleton Horse, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Slime, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Spider, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Squid, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Stray, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Vex, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Villager, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Vindicator, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Witch, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Wither Skeleton, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Wolf, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Zombie, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Zombie Horse, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Zombie Pigman, 0
minecraft:spawn_egg, item.monsterPlacer.name, Spawn Zombie Villager, 0
minecraft:experience_bottle, item.expBottle.name, Bottle o' Enchanting, 0
minecraft:fire_charge, item.fireball.name, Fire Charge, 0
minecraft:writable_book, item.writingBook.name, Book and Quill, 0
minecraft:emerald, item.emerald.name, Emerald, 0
minecraft:item_frame, item.frame.name, Item Frame, 0
minecraft:flower_pot, item.flowerPot.name, Flower Pot, 0
minecraft:carrot, item.carrots.name, Carrot, 0
minecraft:potato, item.potato.name, Potato, 0
minecraft:baked_potato, item.potatoBaked.name, Baked Potato, 0
minecraft:poisonous_potato, item.potatoPoisonous.name, Poisonous Potato, 0
minecraft:map, item.emptyMap.name, Empty Map, 0
minecraft:golden_carrot, item.carrotGolden.name, Golden Carrot, 0
minecraft:skull, item.skull.skeleton.name, Skeleton Skull, 0
minecraft:skull, item.skull.wither.name, Wither Skeleton Skull, 1
minecraft:skull, item.skull.zombie.name, Zombie Head, 2
minecraft:skull, item.skull.char.name, Head, 3
minecraft:skull, item.skull.creeper.name, Creeper Head, 4
minecraft:skull, item.skull.dragon.name, Dragon Head, 5
minecraft:carrot_on_a_stick, item.carrotOnAStick.name, Carrot on a Stick, 0
minecraft:nether_star, item.netherStar.name, Nether Star, 0
minecraft:pumpkin_pie, item.pumpkinPie.name, Pumpkin Pie, 0
minecraft:firework_charge, item.fireworksCharge.name, Firework Star, 0
minecraft:enchanted_book, item.enchantedBook.name, Enchanted Book, 0
minecraft:comparator, item.comparator.name, Redstone Comparator, 0
minecraft:netherbrick, item.netherbrick.name, Nether Brick, 0
minecraft:quartz, item.netherquartz.name, Nether Quartz, 0
minecraft:tnt_minecart, item.minecartTnt.name, Minecart with TNT, 0
minecraft:hopper_minecart, item.minecartHopper.name, Minecart with Hopper, 0
minecraft:prismarine_shard, item.prismarineShard.name, Prismarine Shard, 0
minecraft:prismarine_crystals, item.prismarineCrystals.name, Prismarine Crystals, 0
minecraft:rabbit, item.rabbitRaw.name, Raw Rabbit, 0
minecraft:cooked_rabbit, item.rabbitCooked.name, Cooked Rabbit, 0
minecraft:rabbit_stew, item.rabbitStew.name, Rabbit Stew, 0
minecraft:rabbit_foot, item.rabbitFoot.name, Rabbit's Foot, 0
minecraft:rabbit_hide, item.rabbitHide.name, Rabbit Hide, 0
minecraft:armor_stand, item.armorStand.name, Armor Stand, 0
minecraft:iron_horse_armor, item.horsearmormetal.name, Iron Horse Armor, 0
minecraft:golden_horse_armor, item.horsearmorgold.name, Gold Horse Armor, 0
minecraft:diamond_horse_armor, item.horsearmordiamond.name, Diamond Horse Armor, 0
minecraft:lead, item.leash.name, Lead, 0
minecraft:name_tag, item.nameTag.name, Name Tag, 0
minecraft:mutton, item.muttonRaw.name, Raw Mutton, 0
minecraft:cooked_mutton, item.muttonCooked.name, Cooked Mutton, 0
minecraft:banner, tile.banner.name, White Banner, 15
minecraft:banner, tile.banner.name, Orange Banner, 14
minecraft:banner, tile.banner.name, Magenta Banner, 13
minecraft:banner, tile.banner.name, Light Blue Banner, 12
minecraft:banner, tile.banner.name, Yellow Banner, 11
minecraft:banner, tile.banner.name, Lime Banner, 10
minecraft:banner, tile.banner.name, Pink Banner, 9
minecraft:banner, tile.banner.name, Gray Banner, 8
minecraft:banner, tile.banner.name, Light Gray Banner, 7
minecraft:banner, tile.banner.name, Cyan Banner, 6
minecraft:banner, tile.banner.name, Purple Banner, 5
minecraft:banner, tile.banner.name, Blue Banner, 4
minecraft:banner, tile.banner.name, Brown Banner, 3
minecraft:banner, tile.banner.name, Green Banner, 2
minecraft:banner, tile.banner.name, Red Banner, 1
minecraft:banner, tile.banner.name, Black Banner, 0
minecraft:end_crystal, item.end_crystal.name, End Crystal, 0
minecraft:spruce_door, item.doorSpruce.name, Spruce Door, 0
minecraft:birch_door, item.doorBirch.name, Birch Door, 0
minecraft:jungle_door, item.doorJungle.name, Jungle Door, 0
minecraft:acacia_door, item.doorAcacia.name, Acacia Door, 0
minecraft:dark_oak_door, item.doorDarkOak.name, Dark Oak Door, 0
minecraft:chorus_fruit, item.chorusFruit.name, Chorus Fruit, 0
minecraft:chorus_fruit_popped, item.chorusFruitPopped.name, Popped Chorus Fruit, 0
minecraft:beetroot, item.beetroot.name, Beetroot, 0
minecraft:beetroot_seeds, item.beetroot_seeds.name, Beetroot Seeds, 0
minecraft:beetroot_soup, item.beetroot_soup.name, Beetroot Soup, 0
minecraft:dragon_breath, item.dragon_breath.name, Dragon's Breath, 0
minecraft:splash_potion, item.splash_potion.name, Splash Water Bottle, 0
minecraft:splash_potion, item.splash_potion.name, Mundane Splash Potion, 0
minecraft:splash_potion, item.splash_potion.name, Thick Splash Potion, 0
minecraft:splash_potion, item.splash_potion.name, Awkward Splash Potion, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Night Vision, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Invisibility, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Leaping, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Fire Resistance, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Swiftness, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Slowness, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Water Breathing, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Healing, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Harming, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Poison, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Regeneration, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Strength, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Weakness, 0
minecraft:splash_potion, item.splash_potion.name, Splash Potion of Luck, 0
minecraft:spectral_arrow, item.spectral_arrow.name, Spectral Arrow, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Night Vision, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Invisibility, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Leaping, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Fire Resistance, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Swiftness, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Slowness, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Water Breathing, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Healing, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Harming, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Poison, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Regeneration, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Strength, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Weakness, 0
minecraft:tipped_arrow, item.tipped_arrow.name, Arrow of Luck, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Water Bottle, 0
minecraft:lingering_potion, item.lingering_potion.name, Mundane Lingering Potion, 0
minecraft:lingering_potion, item.lingering_potion.name, Thick Lingering Potion, 0
minecraft:lingering_potion, item.lingering_potion.name, Awkward Lingering Potion, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Night Vision, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Invisibility, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Leaping, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Fire Resistance, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Swiftness, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Slowness, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Water Breathing, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Healing, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Harming, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Poison, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Regeneration, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Strength, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Weakness, 0
minecraft:lingering_potion, item.lingering_potion.name, Lingering Potion of Luck, 0
minecraft:shield, item.shield.name, Shield, 0
minecraft:elytra, item.elytra.name, Elytra, 0
minecraft:spruce_boat, item.boat.spruce.name, Spruce Boat, 0
minecraft:birch_boat, item.boat.birch.name, Birch Boat, 0
minecraft:jungle_boat, item.boat.jungle.name, Jungle Boat, 0
minecraft:acacia_boat, item.boat.acacia.name, Acacia Boat, 0
minecraft:dark_oak_boat, item.boat.dark_oak.name, Dark Oak Boat, 0
minecraft:totem_of_undying, item.totem.name, Totem of Undying, 0
minecraft:shulker_shell, item.shulkerShell.name, Shulker Shell, 0
minecraft:iron_nugget, item.ironNugget.name, Iron Nugget, 0
minecraft:record_13, item.record.name, Music Disc, 0
minecraft:record_cat, item.record.name, Music Disc, 0
minecraft:record_blocks, item.record.name, Music Disc, 0
minecraft:record_chirp, item.record.name, Music Disc, 0
minecraft:record_far, item.record.name, Music Disc, 0
minecraft:record_mall, item.record.name, Music Disc, 0
minecraft:record_mellohi, item.record.name, Music Disc, 0
minecraft:record_stal, item.record.name, Music Disc, 0
minecraft:record_strad, item.record.name, Music Disc, 0
minecraft:record_ward, item.record.name, Music Disc, 0
minecraft:record_11, item.record.name, Music Disc, 0
minecraft:record_wait, item.record.name, Music Disc, 0
storagebox:storagebox, item.storagebox.name, Storage Box, 0
#output time is 5 ms.
