Mod:Item:MetaData, Localized Name
ic2:cable:6, 電流遮断線
ic2:upgrade:0, 高速化アップグレード
ic2:upgrade:1, 変圧アップグレード
ic2:upgrade:2, 蓄電容量アップグレード
ic2:upgrade:3, レッドストーン信号反転アップグレード
ic2:upgrade:4, 搬出器アップグレード
ic2:upgrade:5, 上位搬出器アップグレード
ic2:upgrade:6, 搬入器アップグレード
ic2:upgrade:7, 上位搬入器アップグレード
ic2:upgrade:8, 液体排出器アップグレード
ic2:upgrade:9, 液体搬入器アップグレード
ic2:upgrade:10, Remote Interface Upgrade
ic2:filled_tin_can, ic2.filled_tin_can.name
ic2:filled_fuel_can, ic2.filled_fuel_can.name
ic2:iodine_tablet, ic2.iodine_tablet.name
ic2:crystal_memory, ic2.crystal_memory.name
ic2:rotor_wood, ic2.rotor_wood.name
ic2:rotor_bronze, ic2.rotor_bronze.name
ic2:rotor_iron, ic2.rotor_iron.name
ic2:rotor_steel, ic2.rotor_steel.name
ic2:rotor_carbon, ic2.rotor_carbon.name
ic2:dynamite, ic2.dynamite.name
ic2:dynamite_sticky, ic2.dynamite_sticky.name
ic2:remote, ic2.remote.name
ic2:pipe:0, Tiny Bronze Pipe
ic2:pipe:0, Small Bronze Pipe
ic2:pipe:0, Medium Bronze Pipe
ic2:pipe:0, Large Bronze Pipe
ic2:pipe:1, Tiny Steel Pipe
ic2:pipe:1, Small Steel Pipe
ic2:pipe:1, Medium Steel Pipe
ic2:pipe:1, Large Steel Pipe
ic2:cover:0, Pump Attachment (LV)
ic2:cover:1, Pump Attachment (MV)
ic2:coke, ic2.coke.name
vrgenerator:visibleraysolar:0, 人工光ソーラー 1 EU/t
vrgenerator:visibleraysolar:1, 人工光ソーラー 8 EU/t
vrgenerator:visibleraysolar:2, 人工光ソーラー 64 EU/t
vrgenerator:visibleraysolar:3, 人工光ソーラー 512 EU/t
vrgenerator:visibleraysolar:4, 永久光発電機 2 EU/t
vrgenerator:visibleraysolar:5, 永久光発電機 8 EU/t
vrgenerator:visibleraysolar:6, 永久光発電機 32 EU/t
vrgenerator:visibleraysolar:7, 永久光発電機 128 EU/t
vrgenerator:visibleraysolar:8, 永久光発電機 512 EU/t
vrgenerator:visibleraysolar:9, 永久光発電機 2048 EU/t
vrgenerator:visibleraysolar:10, 永久光発電機 8192 EU/t
vrgenerator:visibleraysolar:11, 永久光発電機 32768 EU/t
vrgenerator:visibleraysolar:12, 永久光発電機 131072 EU/t
vrgenerator:visibleraysolar:13, 永久光発電機 532480 EU/t
vrgenerator:lavaupdater, item.null.name
forge:bucketfilled, %s Bucket
storagebox:storagebox:0, Storage Box
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - 石
appliedenergistics2:facade:0, Cable Facade - 花崗岩
appliedenergistics2:facade:0, Cable Facade - 磨かれた花崗岩
appliedenergistics2:facade:0, Cable Facade - 閃緑岩
appliedenergistics2:facade:0, Cable Facade - 磨かれた閃緑岩
appliedenergistics2:facade:0, Cable Facade - 安山岩
appliedenergistics2:facade:0, Cable Facade - 磨かれた安山岩
appliedenergistics2:facade:0, Cable Facade - 草ブロック
appliedenergistics2:facade:0, Cable Facade - 土
appliedenergistics2:facade:0, Cable Facade - 粗い土
appliedenergistics2:facade:0, Cable Facade - ポドゾル
appliedenergistics2:facade:0, Cable Facade - 丸石
appliedenergistics2:facade:0, Cable Facade - オークの木材
appliedenergistics2:facade:0, Cable Facade - マツの木材
appliedenergistics2:facade:0, Cable Facade - シラカバの木材
appliedenergistics2:facade:0, Cable Facade - ジャングルの木材
appliedenergistics2:facade:0, Cable Facade - アカシアの木材
appliedenergistics2:facade:0, Cable Facade - ダークオークの木材
appliedenergistics2:facade:0, Cable Facade - 岩盤
appliedenergistics2:facade:0, Cable Facade - 砂
appliedenergistics2:facade:0, Cable Facade - 赤い砂
appliedenergistics2:facade:0, Cable Facade - 砂利
appliedenergistics2:facade:0, Cable Facade - 金鉱石
appliedenergistics2:facade:0, Cable Facade - 鉄鉱石
appliedenergistics2:facade:0, Cable Facade - 石炭鉱石
appliedenergistics2:facade:0, Cable Facade - オークの原木
appliedenergistics2:facade:0, Cable Facade - マツの原木
appliedenergistics2:facade:0, Cable Facade - シラカバの原木
appliedenergistics2:facade:0, Cable Facade - ジャングルの原木
appliedenergistics2:facade:0, Cable Facade - オークの葉
appliedenergistics2:facade:0, Cable Facade - マツの葉
appliedenergistics2:facade:0, Cable Facade - シラカバの葉
appliedenergistics2:facade:0, Cable Facade - ジャングルの葉
appliedenergistics2:facade:0, Cable Facade - スポンジ
appliedenergistics2:facade:0, Cable Facade - 濡れたスポンジ
appliedenergistics2:facade:0, Cable Facade - ガラス
appliedenergistics2:facade:0, Cable Facade - ラピスラズリ鉱石
appliedenergistics2:facade:0, Cable Facade - ラピスラズリブロック
appliedenergistics2:facade:0, Cable Facade - 砂岩
appliedenergistics2:facade:0, Cable Facade - 模様入りの砂岩
appliedenergistics2:facade:0, Cable Facade - 滑らかな砂岩
appliedenergistics2:facade:0, Cable Facade - 白色の羊毛
appliedenergistics2:facade:0, Cable Facade - 橙色の羊毛
appliedenergistics2:facade:0, Cable Facade - 赤紫色の羊毛
appliedenergistics2:facade:0, Cable Facade - 空色の羊毛
appliedenergistics2:facade:0, Cable Facade - 黄色の羊毛
appliedenergistics2:facade:0, Cable Facade - 黄緑色の羊毛
appliedenergistics2:facade:0, Cable Facade - 桃色の羊毛
appliedenergistics2:facade:0, Cable Facade - 灰色の羊毛
appliedenergistics2:facade:0, Cable Facade - 薄灰色の羊毛
appliedenergistics2:facade:0, Cable Facade - 青緑色の羊毛
appliedenergistics2:facade:0, Cable Facade - 紫色の羊毛
appliedenergistics2:facade:0, Cable Facade - 青色の羊毛
appliedenergistics2:facade:0, Cable Facade - 茶色の羊毛
appliedenergistics2:facade:0, Cable Facade - 緑色の羊毛
appliedenergistics2:facade:0, Cable Facade - 赤色の羊毛
appliedenergistics2:facade:0, Cable Facade - 黒色の羊毛
appliedenergistics2:facade:0, Cable Facade - 金ブロック
appliedenergistics2:facade:0, Cable Facade - 鉄ブロック
appliedenergistics2:facade:0, Cable Facade - レンガ
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - 本棚
appliedenergistics2:facade:0, Cable Facade - 苔むした丸石
appliedenergistics2:facade:0, Cable Facade - 黒曜石
appliedenergistics2:facade:0, Cable Facade - ダイヤモンド鉱石
appliedenergistics2:facade:0, Cable Facade - ダイヤモンドブロック
appliedenergistics2:facade:0, Cable Facade - 作業台
appliedenergistics2:facade:0, Cable Facade - レッドストーン鉱石
appliedenergistics2:facade:0, Cable Facade - 氷
appliedenergistics2:facade:0, Cable Facade - 雪
appliedenergistics2:facade:0, Cable Facade - 粘土
appliedenergistics2:facade:0, Cable Facade - カボチャ
appliedenergistics2:facade:0, Cable Facade - ネザーラック
appliedenergistics2:facade:0, Cable Facade - ソウルサンド
appliedenergistics2:facade:0, Cable Facade - グロウストーン
appliedenergistics2:facade:0, Cable Facade - ジャック・オ・ランタン
appliedenergistics2:facade:0, Cable Facade - 白色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 橙色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 赤紫色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 空色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 黄色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 黄緑色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 桃色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 灰色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 薄灰色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 青緑色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 紫色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 青色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 茶色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 緑色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 赤色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 黒色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの石
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの丸石
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの石レンガ
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの苔石レンガ
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りのひび割れた石レンガ
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの模様入りの石レンガ
appliedenergistics2:facade:0, Cable Facade - 石レンガ
appliedenergistics2:facade:0, Cable Facade - 苔むした石レンガ
appliedenergistics2:facade:0, Cable Facade - ひび割れた石レンガ
appliedenergistics2:facade:0, Cable Facade - 模様入りの石レンガ
appliedenergistics2:facade:0, Cable Facade - キノコ
appliedenergistics2:facade:0, Cable Facade - キノコ
appliedenergistics2:facade:0, Cable Facade - スイカ
appliedenergistics2:facade:0, Cable Facade - 菌糸
appliedenergistics2:facade:0, Cable Facade - ネザーレンガ
appliedenergistics2:facade:0, Cable Facade - エンドストーン
appliedenergistics2:facade:0, Cable Facade - レッドストーンランプ
appliedenergistics2:facade:0, Cable Facade - エメラルド鉱石
appliedenergistics2:facade:0, Cable Facade - エメラルドブロック
appliedenergistics2:facade:0, Cable Facade - レッドストーンブロック
appliedenergistics2:facade:0, Cable Facade - ネザークォーツ鉱石
appliedenergistics2:facade:0, Cable Facade - クォーツブロック
appliedenergistics2:facade:0, Cable Facade - 模様入りのクォーツブロック
appliedenergistics2:facade:0, Cable Facade - 柱状のクォーツブロック
appliedenergistics2:facade:0, Cable Facade - 白色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 橙色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 赤紫色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 空色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 黄色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 黄緑色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 桃色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 灰色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 薄灰色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 青緑色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 紫色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 青色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 茶色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 緑色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 赤色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 黒色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - アカシアの葉
appliedenergistics2:facade:0, Cable Facade - ダークオークの葉
appliedenergistics2:facade:0, Cable Facade - アカシアの原木
appliedenergistics2:facade:0, Cable Facade - ダークオークの原木
appliedenergistics2:facade:0, Cable Facade - スライムブロック
appliedenergistics2:facade:0, Cable Facade - プリズマリン
appliedenergistics2:facade:0, Cable Facade - プリズマリンレンガ
appliedenergistics2:facade:0, Cable Facade - ダークプリズマリン
appliedenergistics2:facade:0, Cable Facade - シーランタン
appliedenergistics2:facade:0, Cable Facade - 干草の俵
appliedenergistics2:facade:0, Cable Facade - テラコッタ
appliedenergistics2:facade:0, Cable Facade - 石炭ブロック
appliedenergistics2:facade:0, Cable Facade - 氷塊
appliedenergistics2:facade:0, Cable Facade - 赤砂岩
appliedenergistics2:facade:0, Cable Facade - 模様入りの赤砂岩
appliedenergistics2:facade:0, Cable Facade - 滑らかな赤い砂岩
appliedenergistics2:facade:0, Cable Facade - プルプァブロック
appliedenergistics2:facade:0, Cable Facade - プルプァの柱
appliedenergistics2:facade:0, Cable Facade - エンドストーンレンガ
appliedenergistics2:facade:0, Cable Facade - マグマブロック
appliedenergistics2:facade:0, Cable Facade - ネザーウォートブロック
appliedenergistics2:facade:0, Cable Facade - 赤いネザーレンガ
appliedenergistics2:facade:0, Cable Facade - 骨ブロック
appliedenergistics2:facade:0, Cable Facade - オブザーバー
appliedenergistics2:facade:0, Cable Facade - 白色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 橙色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 赤紫色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 空色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 黄色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 黄緑色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 桃色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 灰色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 薄灰色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 青緑色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 紫色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 青色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 茶色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 緑色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 赤色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 黒色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 白色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 橙色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 赤紫色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 空色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 黄色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 黄緑色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 桃色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 灰色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 薄灰色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 青緑色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 紫色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 青色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 茶色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 緑色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 赤色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 黒色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 白色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 橙色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 赤紫色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 空色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 黄色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 黄緑色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 桃色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 灰色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 薄灰色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 青緑色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 紫色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 青色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 茶色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 緑色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 赤色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 黒色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - Magical Planks
appliedenergistics2:facade:0, Cable Facade - Magical Wood
appliedenergistics2:facade:0, Cable Facade - Diagonal Wood
appliedenergistics2:facade:0, Cable Facade - Angel Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Redstone Clock
appliedenergistics2:facade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Border Stone
appliedenergistics2:facade:0, Cable Facade - Crossed Stone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - Stoneburnt
appliedenergistics2:facade:0, Cable Facade - Sandy Glass
appliedenergistics2:facade:0, Cable Facade - Truchet
appliedenergistics2:facade:0, Cable Facade - Blue Quartz
appliedenergistics2:facade:0, Cable Facade - Quartzburnt
appliedenergistics2:facade:0, Cable Facade - Rainbow Stone
appliedenergistics2:facade:0, Cable Facade - Thickened Glass
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Patterned)
appliedenergistics2:facade:0, Cable Facade - Dark Glass
appliedenergistics2:facade:0, Cable Facade - Glowing Glass
appliedenergistics2:facade:0, Cable Facade - Redstone Glass
appliedenergistics2:facade:0, Cable Facade - Block of Enchanted Metal
appliedenergistics2:facade:0, Cable Facade - Block of Demon Metal
appliedenergistics2:facade:0, Cable Facade - Block of Evil Infused Iron
appliedenergistics2:facade:0, Cable Facade - Bedrock Bricks
appliedenergistics2:facade:0, Cable Facade - Bedrock Slabs
appliedenergistics2:facade:0, Cable Facade - Bedrock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Raw Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - 玄武岩
appliedenergistics2:facade:0, Cable Facade - 銅鉱石
appliedenergistics2:facade:0, Cable Facade - 鉛鉱石
appliedenergistics2:facade:0, Cable Facade - 錫鉱石
appliedenergistics2:facade:0, Cable Facade - ウラン鉱石
appliedenergistics2:facade:0, Cable Facade - 青銅ブロック
appliedenergistics2:facade:0, Cable Facade - 銅ブロック
appliedenergistics2:facade:0, Cable Facade - 鉛ブロック
appliedenergistics2:facade:0, Cable Facade - 錬鉄ブロック
appliedenergistics2:facade:0, Cable Facade - 錫ブロック
appliedenergistics2:facade:0, Cable Facade - ウランブロック
appliedenergistics2:facade:0, Cable Facade - 鉄筋コンクリート
appliedenergistics2:facade:0, Cable Facade - 基本筐体
appliedenergistics2:facade:0, Cable Facade - 高位筐体
appliedenergistics2:facade:0, Cable Facade - 原子炉圧力容器
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - ゴムの木の葉
appliedenergistics2:facade:0, Cable Facade - ゴムの木
appliedenergistics2:facade:0, Cable Facade - 木製足場
appliedenergistics2:facade:0, Cable Facade - 強化木製足場
appliedenergistics2:facade:0, Cable Facade - 鉄製足場
appliedenergistics2:facade:0, Cable Facade - 強化鉄製足場
appliedenergistics2:facade:0, Cable Facade - 生コンクリート
appliedenergistics2:facade:0, Cable Facade - 強化生コンクリート
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（黒色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（青色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（茶色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（水色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（灰色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（緑色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（空色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（薄灰色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（黄緑色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（赤紫色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（橙色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（桃色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（紫色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（赤色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（白色）
appliedenergistics2:facade:0, Cable Facade - コンクリート壁（黄色）
appliedenergistics2:facade:0, Cable Facade - Refractory Bricks
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
